,Longitude,Latitude,Soil Mapping Unit,Country
63,3.53,36.32,1127,"AIN BESSAM, AG"
64,3.53,36.32,1127,"AIN BESSAM, AG"
65,3.88,36.38,7001,"BOUIRA, AG"
66,3.88,36.38,7001,"BOUIRA, AG"
67,6.62,36.28,1779,"MOHAMED BOUDIAF INTERNATIONAL, AG"
68,6.62,36.28,1129,"MOHAMED BOUDIAF INTERNATIONAL, AG"
69,7.12,35.87,7001,"OUM EL BOUAGHI, AG"
70,7.12,35.87,7001,"OUM EL BOUAGHI, AG"
71,7.12,35.87,7001,"OUM EL BOUAGHI, AG"
72,7.12,35.87,1779,"OUM EL BOUAGHI, AG"
73,7.97,36.28,1129,"SOUK AHRAS, AG"
74,1.33,36.21,1117,"ECH CHELIFF, AG"
75,2.23,36.3,1117,"MILIANA, AG"
76,2.73,36.28,1127,"MEDEA, AG"
77,4.77,36.07,7001,"BORDJ BOU ARRERIDJ, AG"
78,4.77,36.07,7001,"BORDJ BOU ARRERIDJ, AG"
79,5.32,36.18,7001,"SETIF AIN ARNAT, AG"
80,5.32,36.18,7001,"SETIF AIN ARNAT, AG"
81,-0.27,35.82,1126,"ARZEW, AG"
82,-0.27,35.82,7001,"ARZEW, AG"
83,0.12,35.88,1078,"MOSTAGANEM, AG"
84,0.12,35.88,1078,"MOSTAGANEM, AG"
85,-0.65,35.7,7001,"ORAN PORT, AG"
86,4.5,35.67,1824,"M SILA, AG"
87,4.5,35.67,1824,"M SILA, AG"
88,6.18,35.55,7001,"BATNA, AG"
89,6.18,35.55,7001,"BATNA, AG"
90,5.33,35.33,1825,"BARIKA, AG"
91,8.12,35.43,7001,"CHEIKH LARBI TEBESSI, AG"
92,8.12,35.43,329,"CHEIKH LARBI TEBESSI, AG"
93,7.08,35.47,1772,"KHENCHELLA, AG"
94,7.08,35.47,1772,"KHENCHELLA, AG"
95,7.08,35.47,1772,"KHENCHELLA, AG"
96,7.08,35.47,7001,"KHENCHELLA, AG"
97,-0.62,35.62,7001,"ES SENIA, AG"
98,-0.62,35.62,7001,"ES SENIA, AG"
99,-0.62,35.62,391,"ES SENIA, AG"
100,-0.62,35.62,391,"ES SENIA, AG"
101,0.3,35.6,1078,"MASCARA MATEMORE, AG"
102,0.15,35.21,1343,"GHRISS, AG"
103,1.46,35.34,1125,"BOU CHEKIF, AG"
104,2.32,35.17,320,"KSAR CHELLALA, AG"
105,2.32,35.17,320,"KSAR CHELLALA, AG"
106,4.21,35.33,1855,"BOU SAADA, AG"
107,-1.35,35.3,1343,"BENI SAF, AG"
108,-0.62,35.2,7001,"SIDI BEL ABBES, AG"
109,-0.62,35.2,7001,"SIDI BEL ABBES, AG"
110,-1.77,34.82,1766,"MAGHNIA, AG"
111,-1.77,34.82,1766,"MAGHNIA, AG"
112,-1.45,35.02,1343,"ZENATA, AG"
113,-1.45,35.02,1343,"ZENATA, AG"
114,3.25,34.68,7001,"DJELFA TLETSI, AG"
115,0.15,34.87,1125,"SAIDA, AG"
116,0.15,34.87,7001,"SAIDA, AG"
117,0.07,34.15,381,"EL KHEITER, AG"
118,-0.24,33.54,1843,"MECHERIA, AG"
119,1.0,33.67,1843,"EL BAYADH, AG"
120,1.0,33.67,1843,"EL BAYADH, AG"
121,6.09,33.07,1854,"SIDI MAHDI, AG"
122,6.09,33.07,1854,"SIDI MAHDI, AG"
123,-0.3,33.27,1972,"NAAMA, AG"
124,-0.3,33.27,1972,"NAAMA, AG"
125,6.78,33.51,1848,"GUEMAR, AG"
126,6.78,33.51,1848,"GUEMAR, AG"
127,-0.6,32.77,1834,"AIN SEFRA, AG"
128,-0.6,32.77,1834,"AIN SEFRA, AG"
129,3.28,32.93,1315,"HASSIR MEL, AG"
130,3.28,32.93,1315,"HASSIR MEL, AG"
131,3.79,32.38,1821,"NOUMERAT, AG"
132,-2.27,31.65,1800,"BECHAR, AG"
133,5.41,31.92,1795,"OUARGLA, AG"
134,5.41,31.92,1795,"OUARGLA, AG"
135,6.14,31.67,1315,"OUED IRARA, AG"
136,6.14,31.67,1315,"OUED IRARA, AG"
137,-2.17,30.13,7001,"BENI ABBES, AG"
138,-2.17,30.13,36,"BENI ABBES, AG"
139,6.7,29.72,36,"RHOURD NOUSS, AG"
140,6.7,29.72,36,"RHOURD NOUSS, AG"
141,0.28,29.24,1818,"TIMIMOUN, AG"
142,0.28,29.24,1818,"TIMIMOUN, AG"
143,-0.19,27.84,1818,"TOUAT CHEIKH SIDI MOHAMED BEL, AG"
144,2.5,27.23,1818,"IN SALAH, AG"
145,8.62,26.72,1796,"ILLIZI TAKHAMALT, AG"
146,8.62,26.72,1796,"ILLIZI TAKHAMALT, AG"
147,8.62,26.72,1796,"ILLIZI TAKHAMALT, AG"
148,8.62,26.72,1796,"ILLIZI TAKHAMALT, AG"
149,-8.17,27.7,1844,"TINDOUF, AG"
150,9.45,24.29,1794,"TISKA, AG"
151,5.77,19.57,61,"IN GUEZZAM, AG"
152,5.77,19.57,61,"IN GUEZZAM, AG"
153,46.67,41.55,28028,"ZAKATALA, AJ"
154,46.8,41.7,28026,"ALIBEK, AJ"
155,45.6,41.3,28046,"BOGDANOVKA, AJ"
156,45.5,41.3,28046,"DJEYRANCELSKAJ STEP, AJ"
157,45.42,41.13,28046,"AGSTAPHA AIRPORT, AJ"
158,45.42,41.13,28046,"AGSTAPHA AIRPORT, AJ"
159,46.8,41.2,28042,"ADJINAURSKAYA STEP, AJ"
160,47.17,41.22,28028,"SHAKI, AJ"
161,47.17,41.22,7001,"SHAKI, AJ"
162,47.5,41.1,28028,"VARTASHEN, AJ"
163,48.8,41.5,28029,"HACMAS, AJ"
164,48.2,41.2,27720,"KRIC, AJ"
165,48.52,41.37,27720,"GUBA, AJ"
166,48.52,41.37,27720,"GUBA, AJ"
167,48.52,41.37,7001,"GUBA, AJ"
168,48.52,41.37,7001,"GUBA, AJ"
169,45.8,40.7,28055,"KEDABEK, AJ"
170,46.0,40.8,28046,"SHAMHOR, AJ"
171,46.42,40.72,28046,"GANCA, AJ"
172,46.42,40.72,28046,"GANCA, AJ"
173,46.42,40.72,7001,"GANCA, AJ"
174,46.42,40.72,28046,"GANCA, AJ"
175,47.87,40.98,28028,"QABALA, AJ"
176,47.3,40.9,28042,"ORDJONIKIDZE ZERNOSOVHOZ, AJ"
177,47.05,40.77,7001,"MINGACHEVIR, AJ"
178,47.05,40.77,7001,"MINGACHEVIR, AJ"
179,47.15,40.62,7001,"EVLAKH AIRPORT, AJ"
180,47.15,40.62,7001,"EVLAKH AIRPORT, AJ"
181,47.75,40.65,7001,"GOYCHAY, AJ"
182,48.93,40.87,28033,"ALTIAGACH, AJ"
183,48.93,40.87,28033,"ALTIAGACH, AJ"
184,48.93,40.53,7001,"MARAZA, AJ"
185,48.63,40.63,7001,"SHAMAKHY, AJ"
186,49.63,40.6,7001,"SUMGAIT, AJ"
187,45.9,40.3,28047,"GEYGEL, AJ"
188,46.1,40.5,28048,"DASHKESAN, AJ"
189,46.3,40.4,28048,"GEYGEL KURORT, AJ"
190,47.0,40.4,28040,"MIR BASHIR, AJ"
191,47.1,40.4,28036,"BARDA, AJ"
192,47.7,40.2,28040,"ZARDOB, AJ"
193,48.17,40.33,28043,"KURDAMIR, AJ"
194,48.92,40.02,28032,"GAZIMAMMAD AERODROM, AJ"
195,48.92,40.02,28032,"GAZIMAMMAD AERODROM, AJ"
196,48.92,40.02,28035,"GAZIMAMMAD AERODROM, AJ"
197,48.92,40.02,28032,"GAZIMAMMAD AERODROM, AJ"
198,49.8,40.4,7001,"BAKU, AJ"
199,50.0,40.53,7001,"MASHTAGA, AJ"
200,50.32,40.47,7001,"PIRALLAHI, AJ"
201,50.32,40.47,28030,"PIRALLAHI, AJ"
202,50.32,40.47,28030,"PIRALLAHI, AJ"
203,50.32,40.47,7001,"PIRALLAHI, AJ"
204,45.9,39.9,28047,"ISTISU, AJ"
205,45.8,39.5,28049,"SISIANSKIY PEREVAL, AJ"
206,46.9,39.9,28046,"AGDAM, AJ"
207,46.75,39.98,28055,"KHANKANDY, AJ"
208,46.5,39.7,28047,"LACHIN, AJ"
209,46.75,39.77,28055,"SHUSHA, AJ"
210,46.75,39.77,28055,"SHUSHA, AJ"
211,47.1,39.8,28046,"MARTUNY, AJ"
212,47.5,39.8,28046,"MOL SKAYA STEP, AJ"
213,47.75,39.77,28040,"BEYLAGAN AERODROME, AJ"
214,47.75,39.77,28040,"BEYLAGAN AERODROME, AJ"
215,47.15,39.6,28046,"FIZULY, AJ"
216,48.5,39.9,28035,"DJAFARHAN, AJ"
217,48.9,39.6,28035,"SAL JNY, AJ"
218,48.0,39.9,28040,"IMISLY, AJ"
219,49.4,39.97,7001,"ALAT, AJ"
220,49.4,39.97,28030,"ALAT, AJ"
221,49.25,39.4,28035,"NEFTCHALA, AJ"
222,45.42,39.2,7001,"NAXCIVAN, AJ"
223,45.42,39.2,28050,"NAXCIVAN, AJ"
224,45.6,39.4,28049,"SAHBUZ, AJ"
225,46.0,39.1,28049,"PARAGACHAY, AJ"
226,45.63,38.95,28050,"JULFA, AJ"
227,46.02,38.92,28049,"ORDUBAD, AJ"
228,46.02,38.92,28049,"ORDUBAD, AJ"
229,46.02,38.92,28049,"ORDUBAD, AJ"
230,46.02,38.92,28049,"ORDUBAD, AJ"
231,47.0,39.4,28046,"DJEBRAIL, AJ"
232,46.7,39.0,3288,"MINDJEVAN, AJ"
233,48.55,39.47,28039,"BILASUVAR, AJ"
234,48.55,39.47,7001,"BILASUVAR, AJ"
235,48.6,39.7,28039,"GYOYTAPA, AJ"
236,48.2,38.9,28038,"JARDIMLY, AJ"
237,48.4,38.77,28038,"LERIK, AJ"
238,48.4,38.77,28038,"LERIK, AJ"
239,48.82,38.75,28037,"LANKARAN, AJ"
240,48.82,38.75,28037,"LANKARAN, AJ"
241,19.78,41.33,7001,"TIRANA, AL"
242,19.53,42.1,10379,"SHKODRA, AL"
243,19.72,41.41,10383,"TIRANA RINAS, AL"
244,43.7,41.1,28055,"SHURABAD, AM"
245,43.9,41.0,28055,"GUKASYAN VERIN, AM"
246,44.28,41.12,28055,"TASHIR, AM"
247,44.28,41.12,28055,"TASHIR, AM"
248,44.28,41.12,28055,"TASHIR, AM"
249,44.28,41.12,28055,"TASHIR, AM"
250,44.63,41.05,28055,"ODZUN, AM"
251,44.8,41.1,28055,"SHNOH, AM"
252,43.83,40.78,7001,"AMASIA, AM"
253,43.95,40.87,28055,"JABJUR IN ARMENIA, AM"
254,43.95,40.87,28055,"JABJUR IN ARMENIA, AM"
255,43.83,40.78,7001,"GUMRI, AM"
256,44.0,40.6,28054,"ARTIK, AM"
257,44.37,41.0,28055,"STEPANAVAN, AM"
258,44.4,40.9,28055,"PUSHKINSKIY PEREVAL, AM"
259,44.27,40.83,7001,"SPITAK, AM"
260,44.5,40.6,28053,"ANKAVAN, AM"
261,44.38,40.53,28054,"APARAN, AM"
262,44.38,40.53,28054,"APARAN, AM"
263,44.9,40.3,28048,"ERATUMBER, AM"
264,44.5,40.82,28053,"VANADZOR, AM"
265,44.5,40.82,28053,"VANADZOR, AM"
266,44.6,40.8,28053,"LERMONTOVO, AM"
267,44.87,40.75,28053,"DILIJAN, AM"
268,44.9,40.7,28053,"SEMENOVKA, AM"
269,45.15,40.87,28053,"IDJEVAN, AM"
270,45.15,40.87,28053,"IDJEVAN, AM"
271,45.5,40.9,28055,"BERD, AM"
272,45.35,40.6,28053,"CHAMBARAK, AM"
273,43.9,40.4,28054,"TALIN, AM"
274,43.9,40.5,28054,"GARNOVIT, AM"
275,43.67,40.32,28051,"ARAGATS, AM"
276,43.67,40.32,28051,"ARAGATS, AM"
277,44.2,40.5,28054,"ARAGAC VISOKOGORNAYA, AM"
278,44.3,40.4,28054,"AMBERD KOSHABULAKH, AM"
279,44.4,40.3,28051,"ASTARAK, AM"
280,44.5,40.3,28051,"EGVARD, AM"
281,44.05,40.13,28052,"ARMAVIR, AM"
282,44.5,40.2,7001,"YEREVAN, AM"
283,44.68,40.4,28048,"FANTAN, AM"
284,44.68,40.4,28048,"FANTAN, AM"
285,44.75,40.48,28048,"HRAZDAN, AM"
286,44.7,40.1,28051,"GARNI, AM"
287,45.13,40.35,28048,"GAVAR, AM"
288,45.3,40.5,28048,"SHORJA, AM"
289,45.3,40.5,28048,"MARTUNI, AM"
290,45.75,40.2,28048,"MASRIK, AM"
291,44.57,39.82,43056,"ARARAT, AM"
292,44.57,39.82,43049,"ARARAT, AM"
293,44.9,39.9,28051,"URCADZOR, AM"
294,45.23,40.0,28048,"YANYKH, AM"
295,45.33,39.77,28051,"EHGNADZOR, AM"
296,45.33,39.77,28051,"EHGNADZOR, AM"
297,45.2,39.7,28049,"ARENY, AM"
298,45.4,39.8,28051,"EHEGNADZOR, AM"
299,45.0,39.8,28051,"BESIIMYANNIY PEREVAL, AM"
300,45.7,39.7,28048,"KOCHBEC, AM"
301,45.8,39.8,28048,"D ERMUK, AM"
302,45.5,39.6,28051,"MARTIROS, AM"
303,46.02,39.53,28055,"SISIAN, AM"
304,46.02,39.53,28055,"SISIAN, AM"
305,46.2,39.2,28055,"KADJARAN, AM"
306,46.25,38.9,28049,"MEGRI, AM"
307,46.43,39.2,28055,"KAPAN, AM"
308,45.0,40.57,15996,"SEVAN OZERO, AM"
309,45.0,40.57,28048,"SEVAN OZERO, AM"
310,13.23,-8.85,12162,"LUANDA, AO"
311,15.12,-11.42,12213,"WAKU KUNGU CELA, AO"
312,15.12,-11.42,12213,"WAKU KUNGU CELA, AO"
313,15.12,-11.42,12213,"WAKU KUNGU CELA, AO"
314,15.12,-11.42,12213,"WAKU KUNGU CELA, AO"
315,13.57,-14.93,12239,"LUBANGO SA DA BAND, AO"
316,17.68,-14.65,7001,"MENONGUE SERPA PIN, AO"
317,17.68,-14.65,7001,"MENONGUE SERPA PIN, AO"
318,12.15,-15.2,12208,"MOCAMEDES, AO"
319,20.35,-15.83,12118,"MAVINGA, AO"
320,20.35,-15.83,12118,"MAVINGA, AO"
321,-170.77,-14.32,6246,"AASUFOU, AS AQ"
322,-170.65,-14.27,6246,"AFONO, AS AQ"
323,-170.65,-14.27,6246,"AFONO, AS AQ"
324,-170.58,-14.27,6246,"AMOULI TUTUILA, AS AQ"
325,-170.58,-14.27,6246,"AMOULI TUTUILA, AS AQ"
326,-170.68,-14.27,6246,"ATUU, AS AQ"
327,-170.68,-14.27,6246,"ATUU, AS AQ"
328,-170.68,-14.27,6246,"ATUU, AS AQ"
329,-170.7,-14.3,6246,"FAGA ALU RESERVOIR, AS AQ"
330,-170.68,-14.28,6246,"FAGA ALU STREAM, AS AQ"
331,-170.62,-14.27,6246,"FAGAITUA, AS AQ"
332,-170.62,-14.27,6246,"FAGAITUA, AS AQ"
333,-170.72,-14.28,6246,"FAGASA TUTUILA, AS AQ"
334,-170.72,-14.28,6246,"FAGASA TUTUILA, AS AQ"
335,-170.68,-14.28,6246,"FAGA TOGO, AS AQ"
336,-169.51,-14.22,6246,"FALEASAO TAU, AS AQ"
337,-169.51,-14.22,6246,"FALEASAO TAU, AS AQ"
338,-169.51,-14.22,6246,"FALEASAO VILLAGE, AS AQ"
339,-169.51,-14.22,6246,"FALEASAO VILLAGE, AS AQ"
340,-170.78,-14.35,6246,"MALAELOA, AS AQ"
341,-170.78,-14.35,6246,"MALAELOA, AS AQ"
342,-169.52,-14.23,6246,"LUMA VILLAGE, AS AQ"
343,-170.77,-14.33,6246,"MALAELOA, AS AQ"
344,-170.77,-14.33,6246,"MALAELOA, AS AQ"
345,-169.68,-14.17,6246,"OFU, AS AQ"
346,-169.68,-14.17,6246,"OFU, AS AQ"
347,-169.68,-14.17,6246,"OFU, AS AQ"
348,-169.68,-14.17,6246,"OFU, AS AQ"
349,-171.08,-11.05,6244,"SWAIN ISLAND, AS AQ"
350,-171.08,-11.05,6244,"SWAIN ISLAND, AS AQ"
351,-170.72,-14.33,6246,"PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ"
352,-170.72,-14.33,6246,"PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ"
353,-170.72,-14.33,6246,"PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ"
354,-170.72,-14.33,6246,"PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ"
355,-170.77,-14.35,6246,"MALAELOA, AS AQ"
356,-170.69,-14.27,6246,"VAIPITO, AS AQ"
357,-170.69,-14.27,6246,"VAIPITO, AS AQ"
358,-170.67,-14.25,6246,"VATIA, AS AQ"
359,-170.71,-14.33,6246,"PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ"
360,-58.15,-29.6,12278,"BAIBENE, AR"
361,-57.42,-29.82,12276,"BONPLAND, AR"
362,-57.42,-29.82,12276,"BONPLAND, AR"
363,-57.42,-29.82,12276,"BONPLAND, AR"
364,-57.42,-29.82,12276,"BONPLAND, AR"
365,-58.28,-29.98,12280,"CAZADORES CORRENTINOS, AR"
366,-58.28,-29.98,12280,"CAZADORES CORRENTINOS, AR"
367,-58.15,-30.78,12286,"CHAJAR355, AR"
368,-57.82,-30.03,12284,"COLONIA LIBERTAD, AR"
369,-57.82,-30.03,12284,"COLONIA LIBERTAD, AR"
370,-58.02,-31.38,7001,"CONCORDIA, AR"
371,-58.02,-31.38,7001,"CONCORDIA, AR"
372,-58.45,-30.58,12286,"CONQUISTADORES, AR"
373,-57.98,-29.78,12278,"CURUZU CUATIA AERO, AR"
374,-57.98,-29.78,12278,"CURUZU CUATIA AERO, AR"
375,-57.9,-31.0,12276,"FEDERACI 363N, AR"
376,-57.82,-30.68,12276,"MOCORETA LAGO, AR"
377,-57.82,-30.68,27589,"MOCORETA LAGO, AR"
378,-57.82,-30.68,12276,"MOCORETA LAGO, AR"
379,-57.82,-30.68,12276,"MOCORETA LAGO, AR"
380,-57.65,-30.27,12276,"MONTE CASEROS AERO, AR"
381,-57.65,-30.27,12276,"MONTE CASEROS AERO, AR"
382,-57.08,-29.73,12688,"PASO DE LOS LIBRES, AR"
383,-57.08,-29.73,12688,"PASO DE LOS LIBRES, AR"
384,-57.85,-30.42,12276,"PUJOL, AR"
385,-57.85,-30.42,12276,"PUJOL, AR"
386,-58.28,-31.08,12286,"REDOM363N, AR"
387,-58.28,-31.08,12286,"REDOM363N, AR"
388,-58.3,-30.03,12280,"SAN JAIME DE ARRUABARRENA, AR"
389,-58.18,-29.37,12278,"SOLARI, AR"
390,-58.18,-29.37,12278,"SOLARI, AR"
391,-58.18,-29.37,12278,"SOLARI, AR"
392,-58.18,-29.37,12278,"SOLARI, AR"
393,-65.6,-22.1,7001,"LA QUIACA OBSERVATO, AR"
394,-62.9,-24.17,12327,"RIVADAVIA, AR"
395,-60.58,-24.7,12262,"LAS LOMITAS, AR"
396,-60.58,-24.7,12262,"LAS LOMITAS, AR"
397,-64.3,-27.77,7001,"SANTIAGO DEL ESTERO, AR"
398,-64.3,-27.77,12257,"SANTIAGO DEL ESTERO, AR"
399,-59.05,-27.45,12265,"RESISTENCIA AERO, AR"
400,-66.82,-29.38,12242,"LA RIOJA AERO., AR"
401,-66.82,-29.38,12242,"LA RIOJA AERO., AR"
402,-61.95,-29.88,7001,"CERES AERO, AR"
403,-59.7,-29.18,12266,"RECONQUISTA AERO, AR"
404,-59.7,-29.18,12266,"RECONQUISTA AERO, AR"
405,-64.22,-31.32,12291,"CORDOBA AERO, AR"
406,-64.22,-31.32,12291,"CORDOBA AERO, AR"
407,-64.22,-31.32,12291,"CORDOBA AERO, AR"
408,-64.22,-31.32,12291,"CORDOBA AERO, AR"
409,-60.48,-31.78,12287,"PARANA AERO, AR"
410,-60.48,-31.78,12287,"PARANA AERO, AR"
411,-68.78,-32.83,12320,"MENDOZA AERO, AR"
412,-68.78,-32.83,12320,"MENDOZA AERO, AR"
413,-63.37,-34.13,12293,"LABOULAYE AERO, AR"
414,-64.27,-36.57,12292,"SANTA ROSA AERO, AR"
415,-64.27,-36.57,12292,"SANTA ROSA AERO, AR"
416,-57.58,-37.93,12302,"MAR DEL PLATA AERO, AR"
417,-57.58,-37.93,12302,"MAR DEL PLATA AERO, AR"
418,-68.13,-38.95,7001,"NEUQUEN AERO, AR"
419,-71.15,-42.93,12330,"ESQUEL AERO, AR"
420,-65.27,-43.2,12247,"TRELEW AERO, AR"
421,-67.5,-45.78,12339,"COMODORO RIVADAVIA, AR"
422,-69.28,-51.62,12248,"RIO GALLEGOS AERO, AR"
423,-69.28,-51.62,12248,"RIO GALLEGOS AERO, AR"
424,-69.28,-51.62,12248,"RIO GALLEGOS AERO, AR"
425,-69.28,-51.62,12248,"RIO GALLEGOS AERO, AR"
426,-65.48,-24.85,12283,"SALTA AERO, AR"
427,-68.75,-30.25,12242,"JACHAL, AR"
428,-61.9,-35.87,12293,"PEHUAJO AERO, AR"
429,-61.9,-35.87,12293,"PEHUAJO AERO, AR"
430,-58.48,-34.58,7001,"BUENOS AIRES OBSERV, AR"
431,-58.48,-34.58,7001,"BUENOS AIRES OBSERV, AR"
432,-62.17,-38.73,12303,"BAHIA BLANCA AERO, AR"
433,-64.33,-23.15,12294,"ORAN, AR"
434,-63.79,-22.62,12283,"GENERAL ENRIQUE MOSCONI TARTA, AR"
435,-63.79,-22.62,12283,"GENERAL ENRIQUE MOSCONI TARTA, AR"
436,-65.1,-24.39,12316,"JUJUY, AR"
437,-65.11,-26.84,12255,"TENIENTE BENJAMIN MATIENZO, AR"
438,-60.48,-26.73,12264,"PRESIDENCIA ROQUE SAENZ PENA, AR"
439,-60.48,-26.73,12264,"PRESIDENCIA ROQUE SAENZ PENA, AR"
440,-58.23,-26.21,12276,"FORMOSA, AR"
441,-58.76,-27.45,12276,"CORRIENTES, AR"
442,-55.97,-27.39,12276,"POSADAS, AR"
443,-67.43,-29.23,12242,"CHILECITO AERO, AR"
444,-65.75,-28.6,12253,"CATAMARCA, AR"
445,-63.68,-29.9,12291,"VILLA MARIA DEL RIO, AR"
446,-63.68,-29.9,12291,"VILLA MARIA DEL RIO, AR"
447,-57.15,-29.69,12276,"PASO DE LOS LIBRES, AR"
448,-68.42,-31.57,12252,"SAN JUAN, AR"
449,-68.42,-31.57,12252,"SAN JUAN, AR"
450,-68.42,-31.57,12252,"SAN JUAN, AR"
451,-68.42,-31.57,12252,"SAN JUAN, AR"
452,-66.28,-30.37,12242,"CHAMICAL AERO, AR"
453,-66.28,-30.37,12242,"CHAMICAL AERO, AR"
454,-66.28,-30.37,12242,"CHAMICAL AERO, AR"
455,-66.28,-30.37,12242,"CHAMICAL AERO, AR"
456,-66.6,-31.33,12253,"CHEPES, AR"
457,-65.15,-31.95,12267,"VILLA DOLORES, AR"
458,-64.18,-31.4,7001,"CORDOBA OBSERVATORIO, AR"
459,-64.18,-31.4,7001,"CORDOBA OBSERVATORIO, AR"
460,-63.88,-31.67,7001,"PILAR OBSERVATORIO, AR"
461,-63.88,-31.67,12291,"PILAR OBSERVATORIO, AR"
462,-58.0,-31.3,12276,"COMODORO PIERRESTEGUI, AR"
463,-68.42,-33.08,12320,"SAN MARTIN, AR"
464,-68.42,-33.08,12320,"SAN MARTIN, AR"
465,-68.85,-32.88,7001,"MENDOZA OBSERVATORIO, AR"
466,-66.36,-33.27,12268,"SAN LUIS, AR"
467,-66.36,-33.27,7001,"SAN LUIS, AR"
468,-65.39,-33.73,12299,"VILLA REYNOLDS, AR"
469,-64.26,-33.09,12291,"RIO CUARTO AREA DE MATERIAL, AR"
470,-62.16,-32.68,12291,"MARCOS JUAREZ, AR"
471,-60.78,-32.9,12290,"ROSARIO, AR"
472,-60.78,-32.9,12290,"ROSARIO, AR"
473,-58.61,-33.01,12286,"GUALEGUAYCHU, AR"
474,-69.57,-35.49,12309,"MALARGUE, AR"
475,-68.4,-34.59,12320,"SAN RAFAEL, AR"
476,-63.76,-35.7,12292,"GENERAL PICO, AR"
477,-60.93,-34.55,12293,"JUNIN, AR"
478,-60.88,-35.45,7001,"NUEVE DE JULIO, AR"
479,-60.88,-35.45,12293,"NUEVE DE JULIO, AR"
